Id,Date,TimeElapsed_ByHr,StepTotal,TotalIntensity,AverageIntensity,Calories
1503960366,4/13/2016,17:00,695,23,0.383333,87
1503960366,4/13/2016,18:00,1343,25,0.416667,118
1503960366,4/13/2016,19:00,258,13,0.216667,73
1503960366,4/13/2016,20:00,0,0,0,47
1503960366,4/13/2016,21:00,0,0,0,48
1503960366,4/13/2016,22:00,437,11,0.183333,74
1503960366,4/13/2016,23:00,1766,56,0.933333,135
1503960366,4/14/2016,0:00,81,4,0.066667,56
1503960366,4/14/2016,1:00,58,3,0.05,54
1503960366,4/14/2016,2:00,0,0,0,47
1503960366,4/14/2016,3:00,0,0,0,47
1503960366,4/14/2016,4:00,0,0,0,47
1503960366,4/14/2016,5:00,0,0,0,47
1503960366,4/14/2016,6:00,0,0,0,47
1503960366,4/14/2016,7:00,0,0,0,47
1503960366,4/14/2016,8:00,0,0,0,47
1503960366,4/14/2016,9:00,902,14,0.233333,93
1503960366,4/14/2016,10:00,1106,23,0.383333,109
1503960366,4/14/2016,11:00,50,7,0.116667,64
1503960366,4/14/2016,12:00,501,18,0.3,85
1503960366,4/14/2016,13:00,1779,54,0.9,137
1503960366,4/14/2016,14:00,1228,22,0.366667,113
1503960366,4/14/2016,15:00,139,7,0.116667,66
1503960366,4/14/2016,16:00,408,25,0.416667,88
1503960366,4/14/2016,17:00,37,5,0.083333,61
1503960366,4/14/2016,18:00,322,12,0.2,72
1503960366,4/14/2016,19:00,11,1,0.016667,55
1503960366,4/14/2016,20:00,806,24,0.4,91
1503960366,4/14/2016,21:00,2670,57,0.95,174
1503960366,4/14/2016,22:00,362,17,0.283333,79
1503960366,4/14/2016,23:00,0,0,0,50
1503960366,4/15/2016,0:00,83,6,0.1,60
1503960366,4/15/2016,1:00,75,5,0.083333,58
1503960366,4/15/2016,2:00,124,7,0.116667,59
1503960366,4/15/2016,3:00,0,0,0,47
1503960366,4/15/2016,4:00,0,0,0,47
1503960366,4/15/2016,5:00,26,1,0.016667,49
1503960366,4/15/2016,6:00,0,0,0,47
1503960366,4/15/2016,7:00,7,1,0.016667,49
1503960366,4/15/2016,8:00,55,5,0.083333,54
1503960366,4/15/2016,9:00,21,2,0.033333,50
1503960366,4/15/2016,10:00,154,8,0.133333,63
1503960366,4/15/2016,11:00,425,23,0.383333,84
1503960366,4/15/2016,12:00,270,13,0.216667,74
1503960366,4/15/2016,13:00,373,9,0.15,67
1503960366,4/15/2016,14:00,0,0,0,47
1503960366,4/15/2016,15:00,0,0,0,47
1503960366,4/15/2016,16:00,0,0,0,47
1503960366,4/15/2016,17:00,1774,47,0.783333,140
1503960366,4/15/2016,18:00,509,22,0.366667,87
1503960366,4/15/2016,19:00,519,32,0.533333,97
1503960366,4/15/2016,20:00,77,8,0.133333,64
1503960366,4/15/2016,21:00,280,14,0.233333,75
1503960366,4/15/2016,22:00,2145,66,1.1,151
1503960366,4/15/2016,23:00,2768,95,1.583333,182
1503960366,4/16/2016,0:00,459,15,0.25,77
1503960366,4/16/2016,1:00,0,0,0,48
1503960366,4/16/2016,2:00,63,3,0.05,52
1503960366,4/16/2016,3:00,6,1,0.016667,48
1503960366,4/16/2016,4:00,6,1,0.016667,49
1503960366,4/16/2016,5:00,12,1,0.016667,49
1503960366,4/16/2016,6:00,0,0,0,48
1503960366,4/16/2016,7:00,101,4,0.066667,54
1503960366,4/16/2016,8:00,175,9,0.15,62
1503960366,4/16/2016,9:00,1181,38,0.633333,124
1503960366,4/16/2016,10:00,1295,14,0.233333,110
1503960366,4/16/2016,11:00,2043,30,0.5,147
1503960366,4/16/2016,12:00,1513,42,0.7,119
1503960366,4/16/2016,13:00,3616,90,1.5,214
1503960366,4/16/2016,14:00,580,20,0.333333,82
1503960366,4/16/2016,15:00,0,0,0,51
1503960366,4/16/2016,16:00,15,2,0.033333,54
1503960366,4/16/2016,17:00,380,17,0.283333,79
1503960366,4/16/2016,18:00,96,10,0.166667,65
1503960366,4/16/2016,19:00,146,12,0.2,67
1503960366,4/16/2016,20:00,385,19,0.316667,81
1503960366,4/16/2016,21:00,463,13,0.216667,75
1503960366,4/16/2016,22:00,42,3,0.05,55
1503960366,4/16/2016,23:00,92,5,0.083333,56
1503960366,4/17/2016,0:00,0,0,0,47
1503960366,4/17/2016,1:00,0,0,0,48
1503960366,4/17/2016,2:00,0,0,0,47
1503960366,4/17/2016,3:00,8,1,0.016667,49
1503960366,4/17/2016,4:00,0,0,0,48
1503960366,4/17/2016,5:00,0,0,0,48
1503960366,4/17/2016,6:00,0,0,0,48
1503960366,4/17/2016,7:00,0,0,0,48
1503960366,4/17/2016,8:00,0,0,0,48
1503960366,4/17/2016,9:00,0,0,0,48
1503960366,4/17/2016,10:00,0,0,0,47
1503960366,4/17/2016,11:00,84,9,0.15,63
1503960366,4/17/2016,12:00,260,18,0.3,76
1503960366,4/17/2016,13:00,402,23,0.383333,83
1503960366,4/17/2016,14:00,252,10,0.166667,69
1503960366,4/17/2016,15:00,191,13,0.216667,73
1503960366,4/17/2016,16:00,13,2,0.033333,57
1503960366,4/17/2016,17:00,2613,71,1.183333,174
1503960366,4/17/2016,18:00,1616,39,0.65,136
1503960366,4/17/2016,19:00,754,24,0.4,95
1503960366,4/17/2016,20:00,2955,87,1.45,191
1503960366,4/17/2016,21:00,487,16,0.266667,79
1503960366,4/17/2016,22:00,70,5,0.083333,58
1503960366,4/17/2016,23:00,0,0,0,50
1503960366,4/18/2016,0:00,416,21,0.35,82
1503960366,4/18/2016,1:00,0,0,0,48
1503960366,4/18/2016,2:00,0,0,0,47
1503960366,4/18/2016,3:00,0,0,0,47
1503960366,4/18/2016,4:00,0,0,0,47
1503960366,4/18/2016,5:00,0,0,0,47
1503960366,4/18/2016,6:00,0,0,0,47
1503960366,4/18/2016,7:00,0,0,0,47
1503960366,4/18/2016,8:00,0,0,0,47
1503960366,4/18/2016,9:00,1688,39,0.65,133
1503960366,4/18/2016,10:00,380,17,0.283333,81
1503960366,4/18/2016,11:00,328,15,0.25,73
1503960366,4/18/2016,12:00,1306,40,0.666667,118
1503960366,4/18/2016,13:00,268,9,0.15,70
1503960366,4/18/2016,14:00,137,7,0.116667,64
1503960366,4/18/2016,15:00,495,14,0.233333,80
1503960366,4/18/2016,16:00,277,17,0.283333,78
1503960366,4/18/2016,17:00,304,18,0.3,79
1503960366,4/18/2016,18:00,4074,114,1.9,234
1503960366,4/18/2016,19:00,2101,30,0.5,157
1503960366,4/18/2016,20:00,28,2,0.033333,57
1503960366,4/18/2016,21:00,187,11,0.183333,68
1503960366,4/18/2016,22:00,542,19,0.316667,86
1503960366,4/18/2016,23:00,488,18,0.3,83
1503960366,4/19/2016,0:00,0,0,0,47
1503960366,4/19/2016,1:00,22,1,0.016667,49
1503960366,4/19/2016,2:00,0,0,0,47
1503960366,4/19/2016,3:00,9,2,0.033333,50
1503960366,4/19/2016,4:00,0,0,0,47
1503960366,4/19/2016,5:00,0,0,0,47
1503960366,4/19/2016,6:00,7,1,0.016667,49
1503960366,4/19/2016,7:00,316,19,0.316667,75
1503960366,4/19/2016,8:00,1656,38,0.633333,130
1503960366,4/19/2016,9:00,367,16,0.266667,79
1503960366,4/19/2016,10:00,203,16,0.266667,75
1503960366,4/19/2016,11:00,194,13,0.216667,72
1503960366,4/19/2016,12:00,1887,61,1.016667,143
1503960366,4/19/2016,13:00,2697,65,1.083333,171
1503960366,4/19/2016,14:00,409,12,0.2,76
1503960366,4/19/2016,15:00,299,12,0.2,72
1503960366,4/19/2016,16:00,297,9,0.15,71
1503960366,4/19/2016,17:00,732,13,0.216667,90
1503960366,4/19/2016,18:00,1280,30,0.5,120
1503960366,4/19/2016,19:00,397,31,0.516667,93
1503960366,4/19/2016,20:00,2487,69,1.15,159
1503960366,4/19/2016,21:00,826,16,0.266667,94
1503960366,4/19/2016,22:00,52,4,0.066667,58
1503960366,4/19/2016,23:00,1369,48,0.8,120
1503960366,4/20/2016,0:00,16,2,0.033333,54
1503960366,4/20/2016,1:00,36,2,0.033333,53
1503960366,4/20/2016,2:00,0,0,0,47
1503960366,4/20/2016,3:00,0,0,0,48
1503960366,4/20/2016,4:00,0,0,0,48
1503960366,4/20/2016,5:00,0,0,0,47
1503960366,4/20/2016,6:00,0,0,0,48
1503960366,4/20/2016,7:00,29,3,0.05,51
1503960366,4/20/2016,8:00,264,14,0.233333,70
1503960366,4/20/2016,9:00,1993,50,0.833333,144
1503960366,4/20/2016,10:00,459,13,0.216667,79
1503960366,4/20/2016,11:00,65,1,0.016667,58
1503960366,4/20/2016,12:00,185,8,0.133333,64
1503960366,4/20/2016,13:00,64,5,0.083333,61
1503960366,4/20/2016,14:00,1270,39,0.65,113
1503960366,4/20/2016,15:00,797,21,0.35,97
1503960366,4/20/2016,16:00,261,11,0.183333,70
1503960366,4/20/2016,17:00,13,2,0.033333,57
1503960366,4/20/2016,18:00,1308,32,0.533333,114
1503960366,4/20/2016,19:00,1558,36,0.6,117
1503960366,4/20/2016,20:00,499,12,0.2,80
1503960366,4/20/2016,21:00,395,22,0.366667,83
1503960366,4/20/2016,22:00,77,7,0.116667,62
1503960366,4/20/2016,23:00,1255,33,0.55,120
1503960366,4/21/2016,0:00,17,2,0.033333,54
1503960366,4/21/2016,1:00,129,8,0.133333,61
1503960366,4/21/2016,2:00,81,5,0.083333,55
1503960366,4/21/2016,3:00,0,0,0,48
1503960366,4/21/2016,4:00,0,0,0,47
1503960366,4/21/2016,5:00,0,0,0,47
1503960366,4/21/2016,6:00,0,0,0,48
1503960366,4/21/2016,7:00,38,3,0.05,52
1503960366,4/21/2016,8:00,245,15,0.25,71
1503960366,4/21/2016,9:00,1672,26,0.433333,133
1503960366,4/21/2016,10:00,255,16,0.266667,77
1503960366,4/21/2016,11:00,0,0,0,55
1503960366,4/21/2016,12:00,384,11,0.183333,73
1503960366,4/21/2016,13:00,1140,25,0.416667,113
1503960366,4/21/2016,14:00,12,2,0.033333,58
1503960366,4/21/2016,15:00,213,8,0.133333,68
1503960366,4/21/2016,16:00,26,4,0.066667,60
1503960366,4/21/2016,17:00,96,5,0.083333,60
1503960366,4/21/2016,18:00,213,9,0.15,69
1503960366,4/21/2016,19:00,100,8,0.133333,64
1503960366,4/21/2016,20:00,3541,92,1.533333,213
1503960366,4/21/2016,21:00,970,21,0.35,104
1503960366,4/21/2016,22:00,89,9,0.15,63
1503960366,4/21/2016,23:00,598,15,0.25,84
1503960366,4/22/2016,0:00,0,0,0,47
1503960366,4/22/2016,1:00,0,0,0,47
1503960366,4/22/2016,2:00,0,0,0,47
1503960366,4/22/2016,3:00,0,0,0,47
1503960366,4/22/2016,4:00,0,0,0,47
1503960366,4/22/2016,5:00,0,0,0,47
1503960366,4/22/2016,6:00,0,0,0,47
1503960366,4/22/2016,7:00,0,0,0,47
1503960366,4/22/2016,8:00,0,0,0,47
1503960366,4/22/2016,9:00,192,13,0.216667,65
1503960366,4/22/2016,10:00,29,2,0.033333,54
1503960366,4/22/2016,11:00,958,34,0.566667,102
1503960366,4/22/2016,12:00,38,2,0.033333,57
1503960366,4/22/2016,13:00,118,4,0.066667,60
1503960366,4/22/2016,14:00,0,0,0,54
1503960366,4/22/2016,15:00,180,10,0.166667,66
1503960366,4/22/2016,16:00,22,4,0.066667,58
1503960366,4/22/2016,17:00,1041,18,0.3,104
1503960366,4/22/2016,18:00,514,23,0.383333,87
1503960366,4/22/2016,19:00,629,16,0.266667,82
1503960366,4/22/2016,20:00,329,13,0.216667,71
1503960366,4/22/2016,21:00,5934,159,2.65,311
1503960366,4/22/2016,22:00,855,30,0.5,95
1503960366,4/22/2016,23:00,1925,54,0.9,136
1503960366,4/23/2016,0:00,182,9,0.15,63
1503960366,4/23/2016,1:00,0,0,0,47
1503960366,4/23/2016,2:00,11,1,0.016667,49
1503960366,4/23/2016,3:00,0,0,0,47
1503960366,4/23/2016,4:00,0,0,0,47
1503960366,4/23/2016,5:00,0,0,0,48
1503960366,4/23/2016,6:00,12,2,0.033333,50
1503960366,4/23/2016,7:00,0,0,0,48
1503960366,4/23/2016,8:00,127,8,0.133333,59
1503960366,4/23/2016,9:00,285,17,0.283333,75
1503960366,4/23/2016,10:00,49,4,0.066667,56
1503960366,4/23/2016,11:00,703,11,0.183333,84
1503960366,4/23/2016,12:00,1597,49,0.816667,129
1503960366,4/23/2016,13:00,1453,51,0.85,129
1503960366,4/23/2016,14:00,202,20,0.333333,78
1503960366,4/23/2016,15:00,158,15,0.25,73
1503960366,4/23/2016,16:00,2008,52,0.866667,140
1503960366,4/23/2016,17:00,1472,26,0.433333,121
1503960366,4/23/2016,18:00,2569,66,1.1,173
1503960366,4/23/2016,19:00,29,2,0.033333,51
1503960366,4/23/2016,20:00,142,9,0.15,63
1503960366,4/23/2016,21:00,2432,54,0.9,162
1503960366,4/23/2016,22:00,709,25,0.416667,96
1503960366,4/23/2016,23:00,231,6,0.1,60
1503960366,4/24/2016,0:00,141,10,0.166667,66
1503960366,4/24/2016,1:00,42,2,0.033333,54
1503960366,4/24/2016,2:00,0,0,0,48
1503960366,4/24/2016,3:00,0,0,0,48
1503960366,4/24/2016,4:00,8,1,0.016667,49
1503960366,4/24/2016,5:00,0,0,0,48
1503960366,4/24/2016,6:00,7,1,0.016667,49
1503960366,4/24/2016,7:00,0,0,0,47
1503960366,4/24/2016,8:00,8,1,0.016667,49
1503960366,4/24/2016,9:00,76,8,0.133333,59
1503960366,4/24/2016,10:00,492,26,0.433333,90
1503960366,4/24/2016,11:00,149,12,0.2,67
1503960366,4/24/2016,12:00,548,12,0.2,82
1503960366,4/24/2016,13:00,394,12,0.2,74
1503960366,4/24/2016,14:00,26,1,0.016667,52
1503960366,4/24/2016,15:00,27,2,0.033333,52
1503960366,4/24/2016,16:00,885,29,0.483333,102
1503960366,4/24/2016,17:00,411,25,0.416667,86
1503960366,4/24/2016,18:00,911,40,0.666667,115
1503960366,4/24/2016,19:00,4871,131,2.183333,270
1503960366,4/24/2016,20:00,342,18,0.3,76
1503960366,4/24/2016,21:00,244,17,0.283333,74
1503960366,4/24/2016,22:00,66,7,0.116667,61
1503960366,4/24/2016,23:00,391,10,0.166667,72
1503960366,4/25/2016,0:00,95,8,0.133333,62
1503960366,4/25/2016,1:00,22,3,0.05,53
1503960366,4/25/2016,2:00,97,6,0.1,57
1503960366,4/25/2016,3:00,0,0,0,47
1503960366,4/25/2016,4:00,25,2,0.033333,50
1503960366,4/25/2016,5:00,4,1,0.016667,49
1503960366,4/25/2016,6:00,0,0,0,47
1503960366,4/25/2016,7:00,44,3,0.05,52
1503960366,4/25/2016,8:00,426,22,0.366667,83
1503960366,4/25/2016,9:00,2041,46,0.766667,146
1503960366,4/25/2016,10:00,258,12,0.2,73
1503960366,4/25/2016,11:00,1468,24,0.4,121
1503960366,4/25/2016,12:00,707,19,0.316667,92
1503960366,4/25/2016,13:00,299,13,0.216667,75
1503960366,4/25/2016,14:00,94,5,0.083333,62
1503960366,4/25/2016,15:00,359,13,0.216667,76
1503960366,4/25/2016,16:00,263,10,0.166667,71
1503960366,4/25/2016,17:00,188,8,0.133333,67
1503960366,4/25/2016,18:00,116,6,0.1,61
1503960366,4/25/2016,19:00,2815,86,1.433333,182
1503960366,4/25/2016,20:00,895,30,0.5,95
1503960366,4/25/2016,21:00,4895,132,2.2,267
1503960366,4/25/2016,22:00,188,11,0.183333,68
1503960366,4/25/2016,23:00,56,3,0.05,54
1503960366,4/26/2016,0:00,101,4,0.066667,56
1503960366,4/26/2016,1:00,178,11,0.183333,66
1503960366,4/26/2016,2:00,0,0,0,51
1503960366,4/26/2016,3:00,145,11,0.183333,64
1503960366,4/26/2016,4:00,0,0,0,48
1503960366,4/26/2016,5:00,7,1,0.016667,49
1503960366,4/26/2016,6:00,0,0,0,48
1503960366,4/26/2016,7:00,28,3,0.05,52
1503960366,4/26/2016,8:00,173,13,0.216667,67
1503960366,4/26/2016,9:00,1826,31,0.516667,139
1503960366,4/26/2016,10:00,666,22,0.366667,92
1503960366,4/26/2016,11:00,266,17,0.283333,78
1503960366,4/26/2016,12:00,415,10,0.166667,74
1503960366,4/26/2016,13:00,1571,42,0.7,126
1503960366,4/26/2016,14:00,1998,60,1,142
1503960366,4/26/2016,15:00,323,9,0.15,74
1503960366,4/26/2016,16:00,697,22,0.366667,93
1503960366,4/26/2016,17:00,143,5,0.083333,60
1503960366,4/26/2016,18:00,2513,72,1.2,169
1503960366,4/26/2016,19:00,148,15,0.25,73
1503960366,4/26/2016,20:00,1649,26,0.433333,127
1503960366,4/26/2016,21:00,450,14,0.233333,79
1503960366,4/26/2016,22:00,148,9,0.15,66
1503960366,4/26/2016,23:00,310,21,0.35,80
1503960366,4/27/2016,0:00,277,10,0.166667,68
1503960366,4/27/2016,1:00,60,5,0.083333,59
1503960366,4/27/2016,2:00,17,2,0.033333,53
1503960366,4/27/2016,3:00,0,0,0,47
1503960366,4/27/2016,4:00,0,0,0,47
1503960366,4/27/2016,5:00,0,0,0,47
1503960366,4/27/2016,6:00,0,0,0,47
1503960366,4/27/2016,7:00,0,0,0,47
1503960366,4/27/2016,8:00,0,0,0,47
1503960366,4/27/2016,9:00,1916,33,0.55,149
1503960366,4/27/2016,10:00,502,27,0.45,93
1503960366,4/27/2016,11:00,797,23,0.383333,100
1503960366,4/27/2016,12:00,701,12,0.2,89
1503960366,4/27/2016,13:00,319,13,0.216667,76
1503960366,4/27/2016,14:00,1932,35,0.583333,150
1503960366,4/27/2016,15:00,59,6,0.1,63
1503960366,4/27/2016,16:00,98,7,0.116667,64
1503960366,4/27/2016,17:00,261,13,0.216667,73
1503960366,4/27/2016,18:00,2714,73,1.216667,178
1503960366,4/27/2016,19:00,5786,150,2.5,318
1503960366,4/27/2016,20:00,2420,70,1.166667,174
1503960366,4/27/2016,21:00,266,20,0.333333,76
1503960366,4/27/2016,22:00,0,0,0,47
1503960366,4/27/2016,23:00,0,0,0,47
1503960366,4/28/2016,0:00,0,0,0,47
1503960366,4/28/2016,1:00,127,10,0.166667,62
1503960366,4/28/2016,2:00,0,0,0,48
1503960366,4/28/2016,3:00,0,0,0,47
1503960366,4/28/2016,4:00,0,0,0,48
1503960366,4/28/2016,5:00,0,0,0,47
1503960366,4/28/2016,6:00,0,0,0,48
1503960366,4/28/2016,7:00,14,1,0.016667,49
1503960366,4/28/2016,8:00,128,11,0.183333,63
1503960366,4/28/2016,9:00,1192,38,0.633333,116
1503960366,4/28/2016,10:00,987,19,0.316667,105
1503960366,4/28/2016,11:00,288,10,0.166667,73
1503960366,4/28/2016,12:00,317,16,0.266667,78
1503960366,4/28/2016,13:00,1144,33,0.55,108
1503960366,4/28/2016,14:00,1512,47,0.783333,124
1503960366,4/28/2016,15:00,115,5,0.083333,61
1503960366,4/28/2016,16:00,554,10,0.166667,81
1503960366,4/28/2016,17:00,235,11,0.183333,72
1503960366,4/28/2016,18:00,1829,56,0.933333,138
1503960366,4/28/2016,19:00,13,1,0.016667,56
1503960366,4/28/2016,20:00,2122,50,0.833333,151
1503960366,4/28/2016,21:00,986,21,0.35,103
1503960366,4/28/2016,22:00,16,2,0.033333,55
1503960366,4/28/2016,23:00,1512,48,0.8,121
1503960366,4/29/2016,0:00,202,9,0.15,65
1503960366,4/29/2016,1:00,0,0,0,49
1503960366,4/29/2016,2:00,71,4,0.066667,54
1503960366,4/29/2016,3:00,0,0,0,47
1503960366,4/29/2016,4:00,0,0,0,47
1503960366,4/29/2016,5:00,0,0,0,48
1503960366,4/29/2016,6:00,0,0,0,47
1503960366,4/29/2016,7:00,27,3,0.05,52
1503960366,4/29/2016,8:00,201,13,0.216667,67
1503960366,4/29/2016,9:00,1820,33,0.55,142
1503960366,4/29/2016,10:00,44,4,0.066667,60
1503960366,4/29/2016,11:00,104,4,0.066667,60
1503960366,4/29/2016,12:00,214,6,0.1,65
1503960366,4/29/2016,13:00,41,6,0.1,62
1503960366,4/29/2016,14:00,1711,56,0.933333,136
1503960366,4/29/2016,15:00,1076,23,0.383333,110
1503960366,4/29/2016,16:00,285,10,0.166667,73
1503960366,4/29/2016,17:00,380,9,0.15,75
1503960366,4/29/2016,18:00,118,5,0.083333,60
1503960366,4/29/2016,19:00,267,11,0.183333,71
1503960366,4/29/2016,20:00,386,16,0.266667,80
1503960366,4/29/2016,21:00,1366,20,0.333333,118
1503960366,4/29/2016,22:00,1111,27,0.45,111
1503960366,4/29/2016,23:00,1757,56,0.933333,140
1503960366,4/30/2016,0:00,19,1,0.016667,51
1503960366,4/30/2016,1:00,65,7,0.116667,57
1503960366,4/30/2016,2:00,0,0,0,47
1503960366,4/30/2016,3:00,6,1,0.016667,49
1503960366,4/30/2016,4:00,0,0,0,47
1503960366,4/30/2016,5:00,0,0,0,48
1503960366,4/30/2016,6:00,0,0,0,48
1503960366,4/30/2016,7:00,0,0,0,48
1503960366,4/30/2016,8:00,60,3,0.05,52
1503960366,4/30/2016,9:00,148,11,0.183333,64
1503960366,4/30/2016,10:00,239,17,0.283333,72
1503960366,4/30/2016,11:00,127,7,0.116667,62
1503960366,4/30/2016,12:00,92,4,0.066667,58
1503960366,4/30/2016,13:00,141,11,0.183333,65
1503960366,4/30/2016,14:00,520,22,0.366667,85
1503960366,4/30/2016,15:00,993,26,0.433333,94
1503960366,4/30/2016,16:00,3388,99,1.65,203
1503960366,4/30/2016,17:00,2176,55,0.916667,160
1503960366,4/30/2016,18:00,2319,71,1.183333,159
1503960366,4/30/2016,19:00,92,4,0.066667,60
1503960366,4/30/2016,20:00,117,5,0.083333,62
1503960366,4/30/2016,21:00,840,22,0.366667,96
1503960366,4/30/2016,22:00,2139,47,0.783333,144
1503960366,4/30/2016,23:00,1192,28,0.466667,116
1503960366,5/1/2016,0:00,247,9,0.15,64
1503960366,5/1/2016,1:00,59,8,0.133333,60
1503960366,5/1/2016,2:00,36,2,0.033333,50
1503960366,5/1/2016,3:00,4,1,0.016667,48
1503960366,5/1/2016,4:00,0,0,0,47
1503960366,5/1/2016,5:00,0,0,0,48
1503960366,5/1/2016,6:00,0,0,0,47
1503960366,5/1/2016,7:00,41,3,0.05,52
1503960366,5/1/2016,8:00,94,6,0.1,56
1503960366,5/1/2016,9:00,198,12,0.2,67
1503960366,5/1/2016,10:00,146,6,0.1,61
1503960366,5/1/2016,11:00,103,10,0.166667,65
1503960366,5/1/2016,12:00,130,10,0.166667,66
1503960366,5/1/2016,13:00,85,5,0.083333,57
1503960366,5/1/2016,14:00,540,25,0.416667,91
1503960366,5/1/2016,15:00,294,21,0.35,81
1503960366,5/1/2016,16:00,823,23,0.383333,97
1503960366,5/1/2016,17:00,1053,33,0.55,108
1503960366,5/1/2016,18:00,2007,70,1.166667,159
1503960366,5/1/2016,19:00,177,14,0.233333,71
1503960366,5/1/2016,20:00,93,6,0.1,59
1503960366,5/1/2016,21:00,363,25,0.416667,86
1503960366,5/1/2016,22:00,1552,50,0.833333,127
1503960366,5/1/2016,23:00,2557,76,1.266667,161
1503960366,5/2/2016,0:00,0,0,0,50
1503960366,5/2/2016,1:00,119,7,0.116667,59
1503960366,5/2/2016,2:00,0,0,0,47
1503960366,5/2/2016,3:00,21,1,0.016667,49
1503960366,5/2/2016,4:00,0,0,0,47
1503960366,5/2/2016,5:00,0,0,0,47
1503960366,5/2/2016,6:00,0,0,0,47
1503960366,5/2/2016,7:00,28,3,0.05,51
1503960366,5/2/2016,8:00,245,12,0.2,68
1503960366,5/2/2016,9:00,1690,30,0.5,142
1503960366,5/2/2016,10:00,369,19,0.316667,82
1503960366,5/2/2016,11:00,384,16,0.266667,78
1503960366,5/2/2016,12:00,2116,64,1.066667,153
1503960366,5/2/2016,13:00,1064,21,0.35,107
1503960366,5/2/2016,14:00,355,13,0.216667,75
1503960366,5/2/2016,15:00,418,11,0.183333,76
1503960366,5/2/2016,16:00,420,24,0.4,88
1503960366,5/2/2016,17:00,340,12,0.2,73
1503960366,5/2/2016,18:00,227,9,0.15,68
1503960366,5/2/2016,19:00,235,13,0.216667,73
1503960366,5/2/2016,20:00,3903,105,1.75,231
1503960366,5/2/2016,21:00,1427,25,0.416667,119
1503960366,5/2/2016,22:00,945,28,0.466667,106
1503960366,5/2/2016,23:00,404,17,0.283333,80
1503960366,5/3/2016,0:00,55,3,0.05,54
1503960366,5/3/2016,1:00,79,6,0.1,58
1503960366,5/3/2016,2:00,20,1,0.016667,49
1503960366,5/3/2016,3:00,110,5,0.083333,57
1503960366,5/3/2016,4:00,0,0,0,47
1503960366,5/3/2016,5:00,0,0,0,47
1503960366,5/3/2016,6:00,16,2,0.033333,50
1503960366,5/3/2016,7:00,23,3,0.05,51
1503960366,5/3/2016,8:00,158,11,0.183333,64
1503960366,5/3/2016,9:00,1391,24,0.4,114
1503960366,5/3/2016,10:00,955,25,0.416667,99
1503960366,5/3/2016,11:00,297,12,0.2,74
1503960366,5/3/2016,12:00,396,17,0.283333,81
1503960366,5/3/2016,13:00,309,23,0.383333,83
1503960366,5/3/2016,14:00,384,26,0.433333,88
1503960366,5/3/2016,15:00,1719,46,0.766667,136
1503960366,5/3/2016,16:00,870,33,0.55,103
1503960366,5/3/2016,17:00,690,18,0.3,89
1503960366,5/3/2016,18:00,3119,86,1.433333,191
1503960366,5/3/2016,19:00,140,5,0.083333,58
1503960366,5/3/2016,20:00,6,1,0.016667,50
1503960366,5/3/2016,21:00,1333,37,0.616667,109
1503960366,5/3/2016,22:00,2549,58,0.966667,163
1503960366,5/3/2016,23:00,484,10,0.166667,77
1503960366,5/4/2016,0:00,400,17,0.283333,79
