,Id,Date,Hour,Steps,Intensity,AVG Intensity,Calories,Sleep Sessions,Minutes Asleep,Time in Bed
105,1503960366,4/16/2016,9:00,1181,38,0.633333,124,,,
106,1503960366,4/16/2016,10:00,1295,14,0.233333,110,,,
107,1503960366,4/16/2016,11:00,2043,30,0.5,147,,,
108,1503960366,4/16/2016,12:00,1513,42,0.7,119,,,
109,1503960366,4/16/2016,13:00,3616,90,1.5,214,,,
110,1503960366,4/16/2016,14:00,580,20,0.333333,82,,,
111,1503960366,4/16/2016,15:00,0,0,0.0,51,,,
112,1503960366,4/16/2016,16:00,15,2,0.033333,54,,,
113,1503960366,4/16/2016,17:00,380,17,0.283333,79,,,
114,1503960366,4/16/2016,18:00,96,10,0.166667,65,,,
115,1503960366,4/16/2016,19:00,146,12,0.2,67,,,
116,1503960366,4/16/2016,20:00,385,19,0.316667,81,,,
117,1503960366,4/16/2016,21:00,463,13,0.216667,75,,,
118,1503960366,4/16/2016,22:00,42,3,0.05,55,,,
119,1503960366,4/16/2016,23:00,92,5,0.083333,56,,,
120,1503960366,4/17/2016,0:00,0,0,0.0,47,1.0,700.0,712.0
121,1503960366,4/17/2016,1:00,0,0,0.0,48,,,
122,1503960366,4/17/2016,2:00,0,0,0.0,47,,,
123,1503960366,4/17/2016,3:00,8,1,0.016667,49,,,
124,1503960366,4/17/2016,4:00,0,0,0.0,48,,,
125,1503960366,4/17/2016,5:00,0,0,0.0,48,,,
126,1503960366,4/17/2016,6:00,0,0,0.0,48,,,
127,1503960366,4/17/2016,7:00,0,0,0.0,48,,,
128,1503960366,4/17/2016,8:00,0,0,0.0,48,,,
129,1503960366,4/17/2016,9:00,0,0,0.0,48,,,
130,1503960366,4/17/2016,10:00,0,0,0.0,47,,,
131,1503960366,4/17/2016,11:00,84,9,0.15,63,,,
132,1503960366,4/17/2016,12:00,260,18,0.3,76,,,
133,1503960366,4/17/2016,13:00,402,23,0.383333,83,,,
134,1503960366,4/17/2016,14:00,252,10,0.166667,69,,,
135,1503960366,4/17/2016,15:00,191,13,0.216667,73,,,
136,1503960366,4/17/2016,16:00,13,2,0.033333,57,,,
137,1503960366,4/17/2016,17:00,2613,71,1.183333,174,,,
138,1503960366,4/17/2016,18:00,1616,39,0.65,136,,,
139,1503960366,4/17/2016,19:00,754,24,0.4,95,,,
140,1503960366,4/17/2016,20:00,2955,87,1.45,191,,,
141,1503960366,4/17/2016,21:00,487,16,0.266667,79,,,
142,1503960366,4/17/2016,22:00,70,5,0.083333,58,,,
143,1503960366,4/17/2016,23:00,0,0,0.0,50,,,
144,1503960366,4/18/2016,0:00,416,21,0.35,82,,,
145,1503960366,4/18/2016,1:00,0,0,0.0,48,,,
146,1503960366,4/18/2016,2:00,0,0,0.0,47,,,
147,1503960366,4/18/2016,3:00,0,0,0.0,47,,,
148,1503960366,4/18/2016,4:00,0,0,0.0,47,,,
149,1503960366,4/18/2016,5:00,0,0,0.0,47,,,
150,1503960366,4/18/2016,6:00,0,0,0.0,47,,,
151,1503960366,4/18/2016,7:00,0,0,0.0,47,,,
152,1503960366,4/18/2016,8:00,0,0,0.0,47,,,
153,1503960366,4/18/2016,9:00,1688,39,0.65,133,,,
154,1503960366,4/18/2016,10:00,380,17,0.283333,81,,,
155,1503960366,4/18/2016,11:00,328,15,0.25,73,,,
156,1503960366,4/18/2016,12:00,1306,40,0.666667,118,,,
157,1503960366,4/18/2016,13:00,268,9,0.15,70,,,
158,1503960366,4/18/2016,14:00,137,7,0.116667,64,,,
159,1503960366,4/18/2016,15:00,495,14,0.233333,80,,,
160,1503960366,4/18/2016,16:00,277,17,0.283333,78,,,
161,1503960366,4/18/2016,17:00,304,18,0.3,79,,,
162,1503960366,4/18/2016,18:00,4074,114,1.9,234,,,
163,1503960366,4/18/2016,19:00,2101,30,0.5,157,,,
164,1503960366,4/18/2016,20:00,28,2,0.033333,57,,,
165,1503960366,4/18/2016,21:00,187,11,0.183333,68,,,
166,1503960366,4/18/2016,22:00,542,19,0.316667,86,,,
167,1503960366,4/18/2016,23:00,488,18,0.3,83,,,
168,1503960366,4/19/2016,0:00,0,0,0.0,47,1.0,304.0,320.0
169,1503960366,4/19/2016,1:00,22,1,0.016667,49,,,
170,1503960366,4/19/2016,2:00,0,0,0.0,47,,,
171,1503960366,4/19/2016,3:00,9,2,0.033333,50,,,
172,1503960366,4/19/2016,4:00,0,0,0.0,47,,,
173,1503960366,4/19/2016,5:00,0,0,0.0,47,,,
174,1503960366,4/19/2016,6:00,7,1,0.016667,49,,,
175,1503960366,4/19/2016,7:00,316,19,0.316667,75,,,
176,1503960366,4/19/2016,8:00,1656,38,0.633333,130,,,
177,1503960366,4/19/2016,9:00,367,16,0.266667,79,,,
178,1503960366,4/19/2016,10:00,203,16,0.266667,75,,,
179,1503960366,4/19/2016,11:00,194,13,0.216667,72,,,
180,1503960366,4/19/2016,12:00,1887,61,1.016667,143,,,
181,1503960366,4/19/2016,13:00,2697,65,1.083333,171,,,
182,1503960366,4/19/2016,14:00,409,12,0.2,76,,,
183,1503960366,4/19/2016,15:00,299,12,0.2,72,,,
184,1503960366,4/19/2016,16:00,297,9,0.15,71,,,
185,1503960366,4/19/2016,17:00,732,13,0.216667,90,,,
186,1503960366,4/19/2016,18:00,1280,30,0.5,120,,,
187,1503960366,4/19/2016,19:00,397,31,0.516667,93,,,
188,1503960366,4/19/2016,20:00,2487,69,1.15,159,,,
189,1503960366,4/19/2016,21:00,826,16,0.266667,94,,,
190,1503960366,4/19/2016,22:00,52,4,0.066667,58,,,
191,1503960366,4/19/2016,23:00,1369,48,0.8,120,,,
192,1503960366,4/20/2016,0:00,16,2,0.033333,54,1.0,360.0,377.0
193,1503960366,4/20/2016,1:00,36,2,0.033333,53,,,
194,1503960366,4/20/2016,2:00,0,0,0.0,47,,,
195,1503960366,4/20/2016,3:00,0,0,0.0,48,,,
196,1503960366,4/20/2016,4:00,0,0,0.0,48,,,
197,1503960366,4/20/2016,5:00,0,0,0.0,47,,,
198,1503960366,4/20/2016,6:00,0,0,0.0,48,,,
199,1503960366,4/20/2016,7:00,29,3,0.05,51,,,
200,1503960366,4/20/2016,8:00,264,14,0.233333,70,,,
201,1503960366,4/20/2016,9:00,1993,50,0.833333,144,,,
202,1503960366,4/20/2016,10:00,459,13,0.216667,79,,,
203,1503960366,4/20/2016,11:00,65,1,0.016667,58,,,
204,1503960366,4/20/2016,12:00,185,8,0.133333,64,,,
205,1503960366,4/20/2016,13:00,64,5,0.083333,61,,,
206,1503960366,4/20/2016,14:00,1270,39,0.65,113,,,
207,1503960366,4/20/2016,15:00,797,21,0.35,97,,,
208,1503960366,4/20/2016,16:00,261,11,0.183333,70,,,
209,1503960366,4/20/2016,17:00,13,2,0.033333,57,,,
210,1503960366,4/20/2016,18:00,1308,32,0.533333,114,,,
211,1503960366,4/20/2016,19:00,1558,36,0.6,117,,,
212,1503960366,4/20/2016,20:00,499,12,0.2,80,,,
213,1503960366,4/20/2016,21:00,395,22,0.366667,83,,,
214,1503960366,4/20/2016,22:00,77,7,0.116667,62,,,
215,1503960366,4/20/2016,23:00,1255,33,0.55,120,,,
216,1503960366,4/21/2016,0:00,17,2,0.033333,54,1.0,325.0,364.0
217,1503960366,4/21/2016,1:00,129,8,0.133333,61,,,
218,1503960366,4/21/2016,2:00,81,5,0.083333,55,,,
219,1503960366,4/21/2016,3:00,0,0,0.0,48,,,
220,1503960366,4/21/2016,4:00,0,0,0.0,47,,,
221,1503960366,4/21/2016,5:00,0,0,0.0,47,,,
222,1503960366,4/21/2016,6:00,0,0,0.0,48,,,
223,1503960366,4/21/2016,7:00,38,3,0.05,52,,,
224,1503960366,4/21/2016,8:00,245,15,0.25,71,,,
225,1503960366,4/21/2016,9:00,1672,26,0.433333,133,,,
226,1503960366,4/21/2016,10:00,255,16,0.266667,77,,,
227,1503960366,4/21/2016,11:00,0,0,0.0,55,,,
228,1503960366,4/21/2016,12:00,384,11,0.183333,73,,,
229,1503960366,4/21/2016,13:00,1140,25,0.416667,113,,,
230,1503960366,4/21/2016,14:00,12,2,0.033333,58,,,
231,1503960366,4/21/2016,15:00,213,8,0.133333,68,,,
232,1503960366,4/21/2016,16:00,26,4,0.066667,60,,,
233,1503960366,4/21/2016,17:00,96,5,0.083333,60,,,
234,1503960366,4/21/2016,18:00,213,9,0.15,69,,,
235,1503960366,4/21/2016,19:00,100,8,0.133333,64,,,
236,1503960366,4/21/2016,20:00,3541,92,1.533333,213,,,
237,1503960366,4/21/2016,21:00,970,21,0.35,104,,,
238,1503960366,4/21/2016,22:00,89,9,0.15,63,,,
239,1503960366,4/21/2016,23:00,598,15,0.25,84,,,
240,1503960366,4/22/2016,0:00,0,0,0.0,47,,,
241,1503960366,4/22/2016,1:00,0,0,0.0,47,,,
242,1503960366,4/22/2016,2:00,0,0,0.0,47,,,
243,1503960366,4/22/2016,3:00,0,0,0.0,47,,,
244,1503960366,4/22/2016,4:00,0,0,0.0,47,,,
245,1503960366,4/22/2016,5:00,0,0,0.0,47,,,
246,1503960366,4/22/2016,6:00,0,0,0.0,47,,,
247,1503960366,4/22/2016,7:00,0,0,0.0,47,,,
248,1503960366,4/22/2016,8:00,0,0,0.0,47,,,
249,1503960366,4/22/2016,9:00,192,13,0.216667,65,,,
250,1503960366,4/22/2016,10:00,29,2,0.033333,54,,,
251,1503960366,4/22/2016,11:00,958,34,0.566667,102,,,
252,1503960366,4/22/2016,12:00,38,2,0.033333,57,,,
253,1503960366,4/22/2016,13:00,118,4,0.066667,60,,,
254,1503960366,4/22/2016,14:00,0,0,0.0,54,,,
255,1503960366,4/22/2016,15:00,180,10,0.166667,66,,,
256,1503960366,4/22/2016,16:00,22,4,0.066667,58,,,
257,1503960366,4/22/2016,17:00,1041,18,0.3,104,,,
258,1503960366,4/22/2016,18:00,514,23,0.383333,87,,,
259,1503960366,4/22/2016,19:00,629,16,0.266667,82,,,
260,1503960366,4/22/2016,20:00,329,13,0.216667,71,,,
261,1503960366,4/22/2016,21:00,5934,159,2.65,311,,,
262,1503960366,4/22/2016,22:00,855,30,0.5,95,,,
263,1503960366,4/22/2016,23:00,1925,54,0.9,136,,,
264,1503960366,4/23/2016,0:00,182,9,0.15,63,1.0,361.0,384.0
265,1503960366,4/23/2016,1:00,0,0,0.0,47,,,
266,1503960366,4/23/2016,2:00,11,1,0.016667,49,,,
267,1503960366,4/23/2016,3:00,0,0,0.0,47,,,
268,1503960366,4/23/2016,4:00,0,0,0.0,47,,,
269,1503960366,4/23/2016,5:00,0,0,0.0,48,,,
270,1503960366,4/23/2016,6:00,12,2,0.033333,50,,,
271,1503960366,4/23/2016,7:00,0,0,0.0,48,,,
272,1503960366,4/23/2016,8:00,127,8,0.133333,59,,,
273,1503960366,4/23/2016,9:00,285,17,0.283333,75,,,
274,1503960366,4/23/2016,10:00,49,4,0.066667,56,,,
275,1503960366,4/23/2016,11:00,703,11,0.183333,84,,,
276,1503960366,4/23/2016,12:00,1597,49,0.816667,129,,,
277,1503960366,4/23/2016,13:00,1453,51,0.85,129,,,
278,1503960366,4/23/2016,14:00,202,20,0.333333,78,,,
279,1503960366,4/23/2016,15:00,158,15,0.25,73,,,
280,1503960366,4/23/2016,16:00,2008,52,0.866667,140,,,
281,1503960366,4/23/2016,17:00,1472,26,0.433333,121,,,
282,1503960366,4/23/2016,18:00,2569,66,1.1,173,,,
283,1503960366,4/23/2016,19:00,29,2,0.033333,51,,,
284,1503960366,4/23/2016,20:00,142,9,0.15,63,,,
285,1503960366,4/23/2016,21:00,2432,54,0.9,162,,,
286,1503960366,4/23/2016,22:00,709,25,0.416667,96,,,
287,1503960366,4/23/2016,23:00,231,6,0.1,60,,,
288,1503960366,4/24/2016,0:00,141,10,0.166667,66,1.0,430.0,449.0
289,1503960366,4/24/2016,1:00,42,2,0.033333,54,,,
290,1503960366,4/24/2016,2:00,0,0,0.0,48,,,
291,1503960366,4/24/2016,3:00,0,0,0.0,48,,,
292,1503960366,4/24/2016,4:00,8,1,0.016667,49,,,
293,1503960366,4/24/2016,5:00,0,0,0.0,48,,,
294,1503960366,4/24/2016,6:00,7,1,0.016667,49,,,
295,1503960366,4/24/2016,7:00,0,0,0.0,47,,,
296,1503960366,4/24/2016,8:00,8,1,0.016667,49,,,
297,1503960366,4/24/2016,9:00,76,8,0.133333,59,,,
298,1503960366,4/24/2016,10:00,492,26,0.433333,90,,,
299,1503960366,4/24/2016,11:00,149,12,0.2,67,,,
300,1503960366,4/24/2016,12:00,548,12,0.2,82,,,
301,1503960366,4/24/2016,13:00,394,12,0.2,74,,,
302,1503960366,4/24/2016,14:00,26,1,0.016667,52,,,
303,1503960366,4/24/2016,15:00,27,2,0.033333,52,,,
304,1503960366,4/24/2016,16:00,885,29,0.483333,102,,,
305,1503960366,4/24/2016,17:00,411,25,0.416667,86,,,
306,1503960366,4/24/2016,18:00,911,40,0.666667,115,,,
307,1503960366,4/24/2016,19:00,4871,131,2.183333,270,,,
308,1503960366,4/24/2016,20:00,342,18,0.3,76,,,
309,1503960366,4/24/2016,21:00,244,17,0.283333,74,,,
310,1503960366,4/24/2016,22:00,66,7,0.116667,61,,,
311,1503960366,4/24/2016,23:00,391,10,0.166667,72,,,
312,1503960366,4/25/2016,0:00,95,8,0.133333,62,1.0,277.0,323.0
313,1503960366,4/25/2016,1:00,22,3,0.05,53,,,
314,1503960366,4/25/2016,2:00,97,6,0.1,57,,,
315,1503960366,4/25/2016,3:00,0,0,0.0,47,,,
316,1503960366,4/25/2016,4:00,25,2,0.033333,50,,,
317,1503960366,4/25/2016,5:00,4,1,0.016667,49,,,
318,1503960366,4/25/2016,6:00,0,0,0.0,47,,,
319,1503960366,4/25/2016,7:00,44,3,0.05,52,,,
320,1503960366,4/25/2016,8:00,426,22,0.366667,83,,,
321,1503960366,4/25/2016,9:00,2041,46,0.766667,146,,,
322,1503960366,4/25/2016,10:00,258,12,0.2,73,,,
323,1503960366,4/25/2016,11:00,1468,24,0.4,121,,,
324,1503960366,4/25/2016,12:00,707,19,0.316667,92,,,
325,1503960366,4/25/2016,13:00,299,13,0.216667,75,,,
326,1503960366,4/25/2016,14:00,94,5,0.083333,62,,,
327,1503960366,4/25/2016,15:00,359,13,0.216667,76,,,
328,1503960366,4/25/2016,16:00,263,10,0.166667,71,,,
329,1503960366,4/25/2016,17:00,188,8,0.133333,67,,,
330,1503960366,4/25/2016,18:00,116,6,0.1,61,,,
331,1503960366,4/25/2016,19:00,2815,86,1.433333,182,,,
332,1503960366,4/25/2016,20:00,895,30,0.5,95,,,
333,1503960366,4/25/2016,21:00,4895,132,2.2,267,,,
334,1503960366,4/25/2016,22:00,188,11,0.183333,68,,,
335,1503960366,4/25/2016,23:00,56,3,0.05,54,,,
336,1503960366,4/26/2016,0:00,101,4,0.066667,56,1.0,245.0,274.0
337,1503960366,4/26/2016,1:00,178,11,0.183333,66,,,
338,1503960366,4/26/2016,2:00,0,0,0.0,51,,,
339,1503960366,4/26/2016,3:00,145,11,0.183333,64,,,
340,1503960366,4/26/2016,4:00,0,0,0.0,48,,,
341,1503960366,4/26/2016,5:00,7,1,0.016667,49,,,
342,1503960366,4/26/2016,6:00,0,0,0.0,48,,,
343,1503960366,4/26/2016,7:00,28,3,0.05,52,,,
344,1503960366,4/26/2016,8:00,173,13,0.216667,67,,,
345,1503960366,4/26/2016,9:00,1826,31,0.516667,139,,,
346,1503960366,4/26/2016,10:00,666,22,0.366667,92,,,
347,1503960366,4/26/2016,11:00,266,17,0.283333,78,,,
348,1503960366,4/26/2016,12:00,415,10,0.166667,74,,,
349,1503960366,4/26/2016,13:00,1571,42,0.7,126,,,
350,1503960366,4/26/2016,14:00,1998,60,1.0,142,,,
351,1503960366,4/26/2016,15:00,323,9,0.15,74,,,
352,1503960366,4/26/2016,16:00,697,22,0.366667,93,,,
353,1503960366,4/26/2016,17:00,143,5,0.083333,60,,,
354,1503960366,4/26/2016,18:00,2513,72,1.2,169,,,
355,1503960366,4/26/2016,19:00,148,15,0.25,73,,,
356,1503960366,4/26/2016,20:00,1649,26,0.433333,127,,,
357,1503960366,4/26/2016,21:00,450,14,0.233333,79,,,
358,1503960366,4/26/2016,22:00,148,9,0.15,66,,,
359,1503960366,4/26/2016,23:00,310,21,0.35,80,,,
360,1503960366,4/27/2016,0:00,277,10,0.166667,68,,,
361,1503960366,4/27/2016,1:00,60,5,0.083333,59,,,
362,1503960366,4/27/2016,2:00,17,2,0.033333,53,,,
363,1503960366,4/27/2016,3:00,0,0,0.0,47,,,
364,1503960366,4/27/2016,4:00,0,0,0.0,47,,,
365,1503960366,4/27/2016,5:00,0,0,0.0,47,,,
366,1503960366,4/27/2016,6:00,0,0,0.0,47,,,
367,1503960366,4/27/2016,7:00,0,0,0.0,47,,,
368,1503960366,4/27/2016,8:00,0,0,0.0,47,,,
369,1503960366,4/27/2016,9:00,1916,33,0.55,149,,,
370,1503960366,4/27/2016,10:00,502,27,0.45,93,,,
371,1503960366,4/27/2016,11:00,797,23,0.383333,100,,,
372,1503960366,4/27/2016,12:00,701,12,0.2,89,,,
373,1503960366,4/27/2016,13:00,319,13,0.216667,76,,,
374,1503960366,4/27/2016,14:00,1932,35,0.583333,150,,,
375,1503960366,4/27/2016,15:00,59,6,0.1,63,,,
376,1503960366,4/27/2016,16:00,98,7,0.116667,64,,,
377,1503960366,4/27/2016,17:00,261,13,0.216667,73,,,
378,1503960366,4/27/2016,18:00,2714,73,1.216667,178,,,
379,1503960366,4/27/2016,19:00,5786,150,2.5,318,,,
380,1503960366,4/27/2016,20:00,2420,70,1.166667,174,,,
381,1503960366,4/27/2016,21:00,266,20,0.333333,76,,,
382,1503960366,4/27/2016,22:00,0,0,0.0,47,,,
383,1503960366,4/27/2016,23:00,0,0,0.0,47,,,
384,1503960366,4/28/2016,0:00,0,0,0.0,47,1.0,366.0,393.0
385,1503960366,4/28/2016,1:00,127,10,0.166667,62,,,
386,1503960366,4/28/2016,2:00,0,0,0.0,48,,,
387,1503960366,4/28/2016,3:00,0,0,0.0,47,,,
388,1503960366,4/28/2016,4:00,0,0,0.0,48,,,
389,1503960366,4/28/2016,5:00,0,0,0.0,47,,,
390,1503960366,4/28/2016,6:00,0,0,0.0,48,,,
391,1503960366,4/28/2016,7:00,14,1,0.016667,49,,,
392,1503960366,4/28/2016,8:00,128,11,0.183333,63,,,
393,1503960366,4/28/2016,9:00,1192,38,0.633333,116,,,
394,1503960366,4/28/2016,10:00,987,19,0.316667,105,,,
395,1503960366,4/28/2016,11:00,288,10,0.166667,73,,,
396,1503960366,4/28/2016,12:00,317,16,0.266667,78,,,
397,1503960366,4/28/2016,13:00,1144,33,0.55,108,,,
398,1503960366,4/28/2016,14:00,1512,47,0.783333,124,,,
399,1503960366,4/28/2016,15:00,115,5,0.083333,61,,,
400,1503960366,4/28/2016,16:00,554,10,0.166667,81,,,
401,1503960366,4/28/2016,17:00,235,11,0.183333,72,,,
402,1503960366,4/28/2016,18:00,1829,56,0.933333,138,,,
403,1503960366,4/28/2016,19:00,13,1,0.016667,56,,,
404,1503960366,4/28/2016,20:00,2122,50,0.833333,151,,,
405,1503960366,4/28/2016,21:00,986,21,0.35,103,,,
406,1503960366,4/28/2016,22:00,16,2,0.033333,55,,,
407,1503960366,4/28/2016,23:00,1512,48,0.8,121,,,
408,1503960366,4/29/2016,0:00,202,9,0.15,65,1.0,341.0,354.0
409,1503960366,4/29/2016,1:00,0,0,0.0,49,,,
410,1503960366,4/29/2016,2:00,71,4,0.066667,54,,,
411,1503960366,4/29/2016,3:00,0,0,0.0,47,,,
412,1503960366,4/29/2016,4:00,0,0,0.0,47,,,
413,1503960366,4/29/2016,5:00,0,0,0.0,48,,,
414,1503960366,4/29/2016,6:00,0,0,0.0,47,,,
415,1503960366,4/29/2016,7:00,27,3,0.05,52,,,
416,1503960366,4/29/2016,8:00,201,13,0.216667,67,,,
417,1503960366,4/29/2016,9:00,1820,33,0.55,142,,,
418,1503960366,4/29/2016,10:00,44,4,0.066667,60,,,
419,1503960366,4/29/2016,11:00,104,4,0.066667,60,,,
420,1503960366,4/29/2016,12:00,214,6,0.1,65,,,
421,1503960366,4/29/2016,13:00,41,6,0.1,62,,,
422,1503960366,4/29/2016,14:00,1711,56,0.933333,136,,,
423,1503960366,4/29/2016,15:00,1076,23,0.383333,110,,,
424,1503960366,4/29/2016,16:00,285,10,0.166667,73,,,
425,1503960366,4/29/2016,17:00,380,9,0.15,75,,,
426,1503960366,4/29/2016,18:00,118,5,0.083333,60,,,
427,1503960366,4/29/2016,19:00,267,11,0.183333,71,,,
428,1503960366,4/29/2016,20:00,386,16,0.266667,80,,,
429,1503960366,4/29/2016,21:00,1366,20,0.333333,118,,,
430,1503960366,4/29/2016,22:00,1111,27,0.45,111,,,
431,1503960366,4/29/2016,23:00,1757,56,0.933333,140,,,
432,1503960366,4/30/2016,0:00,19,1,0.016667,51,1.0,404.0,425.0
